"","X","business_id","star_gym","class","equipment","service","facility","price","popularity"
"284",284,"6WoOmoWrA5pKdO7Uk0D9nQ",2.5,0,0.1,0,0,0,3
"285",285,"6X8XUK2tB9isAzve4ZASjg",4.5,0,0,0.1,0,0,3.5
"286",286,"6yfVcQIe9hGKJdJlZjHvCA",4.5,0,0,0,0,0.1,3
"287",287,"6zgHfFVKs01ab7_YBnrbJQ",3,-0.1,-0.1,0,0,0,4
"288",288,"71avfznskKF687FeEGtpcQ",2.5,-0.1,0,0,0,-0.1,4.5
"289",289,"72gGuWfqaxCGwoJG_FMRAQ",5,-0.1,0.1,NA,-0.1,NA,2
"290",290,"73zibbeSJ_MP68B9Ezy52g",3.5,0,0,0,NA,0.1,2
"291",291,"74R6siyBds-d8DXaV_ZhNg",3,-0.1,0,-0.1,0,-0.1,2
"292",292,"79aeWDESHzlpJEIwJ73aYA",4.5,0,0,0.1,0,0,3.5
"293",293,"7A_GDmLCs2pTKGCQMCjelA",4,-0.2,0,0,-0.1,0,2
"294",294,"7A6OyRkqvxXZNWk4aeyV5A",4.5,0,-0.1,0,0,0,3
"295",295,"7axxk_FcBqLlipAEk84CzQ",4,0,NA,0,NA,NA,2
"296",296,"7bMFRXd7r2J-LWT1HjQ4aw",3,-0.1,-0.1,0,0,0,3
"297",297,"7cIlRtoyiFweJo0MXCkPcw",2.5,-0.1,0,0,0,0,3
"298",298,"7cy6ygUMqnPmnHDt7dn9Mw",5,0.1,0,NA,NA,0.2,3
"299",299,"7dd870_CEj-1cOMkDBzaow",4,0.1,0.1,0,0.1,-0.1,2.5
"300",300,"7DdYkf-gRFzcEDe3tr9vMA",4.5,0.1,NA,0.3,NA,0.1,2
"301",301,"7ESYfalv3ufeDp_wZi3_Nw",2.5,-0.1,-0.1,0,-0.1,0,3.5
"302",302,"7flYhsbzkeD6NunZUZPNlQ",4.5,0.1,0,0,0,0.1,2.5
"303",303,"7g6go3OMEPSzLT8liHe4fw",4.5,0,0,0,0.1,0.1,2.5
"304",304,"7gIIKg6O1vmt65MPjK5CZg",5,0.1,NA,NA,0,0.3,2.5
"305",305,"7HMIyvViyPxf7MBpaxV0Bg",3.5,0,-0.1,-0.1,0,0,2.5
"306",306,"7iVbJWkslyiZ5lDzExmUEw",5,0,0,NA,-0.1,0,2.5
"307",307,"7Kc7cEr-mj0TVVDFu8Pt0A",5,-0.1,0.2,NA,NA,0,1.5
"308",308,"7kMfWYLhuy4psjPBe8QYWA",3,-0.1,0,0,0,0,4
"309",309,"7knm5NSxKMm3ErOXc-w1AA",5,0,-0.1,NA,0.1,0.2,1.5
"310",310,"7Kxei9fjQDtyUz6UDJcKyg",4.5,-0.1,NA,NA,NA,0.1,2
"311",311,"7nhwunPn4sLmb76SvPX1dQ",4.5,0.2,0,-0.1,0.1,0.1,2.5
"312",312,"7ODdoPph8k_incxxJeFduA",5,0.1,0,NA,0.1,0,2
"313",313,"7SycaqyogmuU8hmlgR6kvw",4.5,0,0,NA,-0.1,NA,1.5
"314",314,"7W-9CMjLApRU2kwGUxHyCg",4.5,0.1,-0.1,NA,NA,0,1.5
"315",315,"7wSTtendw3AjmClW6KKAiQ",5,0,-0.1,NA,0,0,3
"316",316,"7Wtd58_FBoMnZCMyDrIhrA",3,-0.1,0,0,0,0,3.5
"317",317,"84waVkkFIgqnuTjm152WiA",4.5,-0.1,0,NA,-0.1,0,2.5
"318",318,"85nswAb_P0LhftiGLrCW4A",1.5,0.2,-0.1,0,-0.1,0,1.5
"319",319,"86zaatzd2ghx6n8m1b9Yfg",4.5,0,0,0,0,0,3.5
"320",320,"89WfQfnLY9-IodNHuyxlkQ",4,0.1,-0.1,0,NA,NA,2
"321",321,"8aU6elIE00YJQ8wqCwWiqA",5,0.1,0.2,NA,0.2,0.1,1.5
"322",322,"8c3KokFP4qoG0iDe1-OzQw",3.5,0,-0.1,0,NA,0,2.5
"323",323,"8ezm0vPnoTdRc071pEbaCg",2.5,-0.2,-0.2,0,-0.1,0,2.5
"324",324,"8FOoHZ3Y5tpf_PPlpW1H3g",5,-0.1,NA,NA,0,0,2.5
"325",325,"8H00fID47bXHt4mp1IeD6A",4,0,0,0.1,0,0,2.5
"326",326,"8h3nbAFewi4T80WcsZSMfg",3.5,0.1,0,0,0,0.1,2.5
"327",327,"8H9DhkWnBAqKz0SiTPTJmw",4,0,0,0,0,0,3.5
"328",328,"8JICLEfQEVIJcp8NrEYKcw",4,0,0,0,0,-0.1,2.5
"329",329,"8JlDnU8Xf0FHAHYQg6Ds9Q",5,-0.1,-0.1,-0.1,NA,0.1,2.5
"330",330,"8NEHGFvwn-ljd_dcKkhCWw",4,0,-0.1,0,-0.1,0,3
"331",331,"8OEhNrjjeAfpQ6coqRP0_A",4,0.1,0,0.1,0,0,2.5
"332",332,"8oyqm936llPPq21UDR6ybg",2.5,-0.2,0,0,0,0,3
"333",333,"8p4-N_Ks_dKqEdkYckg0fg",3,-0.1,-0.1,-0.1,0,0,1.5
"334",334,"8QIm6COoGQM1FDSLASi3rw",2,0,-0.1,0,0,0,2.5
"335",335,"8R2pr7EEtcQQBXzF3sAspQ",4,0,0.1,0.1,0,0.2,3
"336",336,"8RmICFLg20QwyKwIEzGrNg",3.5,0.1,0.1,0,0,0,3
"337",337,"8T8QMAPVCePUuNy1VCkLWQ",3.5,0.2,0,NA,0,0.2,1.5
"338",338,"8U4Ik6JJNHuJSPvAq6_lDQ",4.5,0.1,0.2,NA,0.2,0.2,2.5
"339",339,"8y9SzkvBz6kZcVzfH5K3lA",4,0,0,0,0,0,3.5
"340",340,"8YMQm0eZf2s3YggSKhfnFw",4.5,0.1,0.1,0,0,0,2.5
"341",341,"8zMcgCjUNJqy4-T06MAxGQ",5,0,0,NA,-0.1,0,2.5
"342",342,"8zSoAezbXtvJMNqA1Hn5qg",5,0,0.1,NA,0,0,3
"343",343,"8zxL-rXKftDwxmuS-NrlEg",5,0.1,0,NA,0,0.1,2.5
"344",344,"9_5lkmy7VZ6ZwkouIOnF5Q",5,0.2,0,NA,-0.1,NA,2
"345",345,"9-kc2cN1Xeni9hV6cz7EPg",4,-0.1,0.1,NA,0,0.1,2
"346",346,"90J5Piu8teZpHjGJP5tnHA",3,-0.1,-0.1,0,-0.1,0,3
"347",347,"92U5Fpu4dFh4wZvAJHM6lw",2,-0.2,-0.1,0,-0.1,-0.2,2.5
"348",348,"93u69Jw0_AjI9oi9JD06xg",4.5,0.1,0,0,NA,0,3
"349",349,"942xCXCbyOoOp7lsgXT7mg",2.5,-0.1,0,0,0,0,3
"350",350,"97cN35NcCvVrprEysFZhnA",4,0,NA,NA,-0.1,0,2.5
"351",351,"97V9BW79WJpiqQ4vBBXa8w",3,0,-0.1,-0.1,-0.1,-0.1,2.5
"352",352,"98lSPHFSryEmMpTQi7bitg",3.5,0.1,0,0,0,0,3.5
"353",353,"993Ey0rDnzSE2JV-Vp4xkA",3.5,0,0,0,0,-0.1,2
"354",354,"9a6AjUYk7jjBlruediBnIg",5,0,0.1,0,0,0,2.5
"355",355,"9BpmVyl-Gt0XXWYSfW_xNw",4.5,0,-0.1,NA,0,0,2.5
"356",356,"9C4OGl7oeWt2XQFlttT2aw",4,0,0,0,-0.1,0,2
"357",357,"9fGQeG2Z0Q7PnJTTdCeaZQ",5,0,0.1,NA,0.1,0,2
"358",358,"9hjWgTW1UDb5lSm2LqDl_Q",1.5,-0.3,-0.2,0,0,0,1.5
"359",359,"9i0ch2e91Ycu-8rleqFLBQ",3,0.2,-0.1,0,0,-0.1,1.5
"360",360,"9ifWH54zTUFwVU_gHbkTgQ",4,0,-0.2,0,0,0,2
"361",361,"9JEj0T4_VmqcAMledsbh_w",3.5,0,-0.1,NA,NA,0.1,1.5
"362",362,"9kufZ6jrtuYG-q--6Lg3Jw",2.5,-0.1,0,0,0,-0.1,3.5
"363",363,"9M9Zv_a-lzKFy_QbTlPKHQ",4,0.1,-0.1,-0.1,0.2,0.1,2.5
"364",364,"9NdYvNQCxgXIYpuzskNVRA",5,0,0,NA,0,0.1,2.5
"365",365,"9NR8Jb6eGqt4dRxZSDXbJg",4,0,0.1,0.1,0.1,-0.1,3
"366",366,"9Qtmx7_dz-LnjAknRAALsg",3,0,-0.1,0,0,-0.1,3
"367",367,"9r-YJkAR2cl0WNc8h5vnhw",2,-0.2,-0.1,0.1,NA,-0.1,1.5
"368",368,"9tePy1FB6j0AzXxclgoXFA",4,0,0,0,0,0.1,2.5
"369",369,"9Ti_KZxO7oNjCPethbmkYw",5,0,-0.1,NA,NA,0,2.5
"370",370,"9UFNsccTPpc1aHycY82HPQ",4,-0.1,-0.1,NA,-0.1,0,2
"371",371,"9VE9HKOM3yW5ZpdhpZoUSg",5,0.1,0,NA,0.1,0,2
"372",372,"9w7XRBXSc8VSiwsrkyrwmA",4.5,0,0,0.1,0,0,3.5
"373",373,"9whefHN4LvdRmoV4JGRu_A",5,0,0,0,0.1,0,3.5
"374",374,"9WYPoywJGurZmDh-4Pk1iQ",2.5,-0.1,-0.1,0,-0.1,0,2.5
"375",375,"9X7SXW6KoifCNN6g2Flh-w",4.5,0,-0.1,0,0,0.2,2
"376",376,"9X9phcQp3q5N3vvLpVyMaQ",5,0.2,0,NA,NA,NA,1.5
"377",377,"9y5D6F4Xgik22HxQEi8zUg",2,-0.2,0,0,0,0,2
"378",378,"9yTXEFmxjJd9RV7S3AqMeA",4,-0.1,NA,NA,NA,0,2
"379",379,"9zf9ecyL0LrVNkKxuaCf-Q",4.5,0.1,0.1,0,0,-0.1,3
"380",380,"A_c6Mo5jHlvq-OBORQgR4A",2.5,0.1,-0.1,NA,NA,0,1.5
"381",381,"a_mL4AdQz_MCkI8-FjsT3A",4,0,NA,NA,NA,0,1.5
"382",382,"A_n3tozBbpQwRgkjhwiMVA",5,0.1,0,NA,NA,0.1,1.5
"383",383,"A04ceKFcqKQxvExMMiS7yg",5,0,0.1,0.1,NA,0,2
"384",384,"a3WQgvWZ2CL6345pJILRVg",2.5,0,0,0,0,0,3
"385",385,"A3yEupbSmesB5iasaEPAug",4.5,0,-0.2,NA,NA,0,2
"386",386,"a4wIO7P5To_3UpyPStGRbg",4,0,-0.1,0,0,0,3.5
"387",387,"A4XBEv6mgBB8NWYKHz1d0g",5,-0.1,-0.2,NA,0.1,0,2
"388",388,"A54P6UDzPXsQyFvmQ58FWA",2.5,0,0,-0.1,0,0,3.5
"389",389,"A6_ceGNWW60RIVNRA4wbIQ",2.5,-0.1,0,0,0,0,4
"390",390,"a6KFQuD_Sfj2fv2iMMlFCg",3,0,0,0,0,-0.1,3
"391",391,"A9_lJui-EpLVwYHjrSG8Og",3,-0.1,0,0,0,0,3
"392",392,"A9ZZRybTyuUT3B9SOvB7gg",4.5,0.1,-0.1,NA,0,0,2
"393",393,"Ab1rO28HFCG8wtCTHdrCqg",2.5,-0.1,0,0,0,0,4.5
"394",394,"Ab7ESnICYHcm1RFv587sOA",5,0.3,0.1,0,0,0.1,2
"395",395,"AbiWYjTuvNlh7MBcpDw6fA",4.5,-0.1,-0.1,NA,0,0,2.5
"396",396,"aChuHd3Sozwc0LhUVKJ_mw",3,-0.2,0,0,-0.1,0,2.5
"397",397,"aCL1bHpxmF_lL1Mv_uwX4w",3,0,0,0,0,-0.1,2.5
"398",398,"aCvc15-Jrgvy5dcJDZEaIQ",4.5,0,0,0,NA,0.2,1.5
"399",399,"ad93yLrpwLD4OZdorpkjMg",4,-0.1,0,0.1,0,NA,2
"400",400,"aE8auB84w4pxiJxHhtieqQ",4.5,-0.2,0,NA,-0.1,0.1,1.5
"401",401,"AeFFxNxPTDyWeh2GkSrCHQ",3.5,0,0,-0.1,0,0,3
"402",402,"AEkLw1YKRsoOpHaHclVXiA",3.5,-0.1,0,0,0,-0.1,3.5
"403",403,"AET37oWZMYPW5qNoApHsHg",5,0.2,NA,NA,0,NA,2
"404",404,"AF2ZHkDuAZyCjHeOp2vFFQ",4.5,-0.1,NA,0,NA,0.1,1.5
"405",405,"Ag887_meOTILMradhnNOlQ",3,-0.1,-0.1,0,-0.1,0,2
"406",406,"AgiiSTgOX3EUgLaSIb_IvQ",5,0,NA,NA,0.1,-0.1,2
"407",407,"aHSZDdaT7AAGYcfqnXbGUA",2.5,-0.1,-0.1,NA,0.1,0,1.5
"408",408,"aJDes3RSeEiqxdkMFbsMNw",5,0,-0.1,NA,0.2,NA,1.5
"409",409,"aJjpUFTmsV3myBNWzn7Y4Q",4.5,0,-0.1,0,0,0,3.5
"410",410,"AJyYOv4djXmJ72Va39FFtg",3,-0.2,0,0,-0.1,0,2.5
"411",411,"al7k7SIBe3qWJI1hX3RnlQ",5,-0.2,NA,NA,0.1,-0.1,2
"412",412,"aMGqqUuE9ii5LdsJiiSRtw",3,-0.1,0,0,0,-0.1,4
"413",413,"AMke-o-QJz0a9nu8x9LO3g",4.5,0.1,0.1,NA,0,0,2.5
"414",414,"aNJyrC_EvKjD7rzZrA-9pA",4.5,0,NA,0,0,-0.1,2.5
"415",415,"aNo172t98dQJSTKajxSZZQ",3,0,0.1,0,0,-0.1,3.5
"416",416,"anwyUSMbIA49WkxNUXWfHw",3.5,0,-0.1,0,0,0.2,1.5
"417",417,"AO3SxUOnIpQnc83fS0GtRg",4,0.1,-0.1,NA,-0.1,0.1,2.5
"418",418,"aOB3_VDfESgD-rUprtJ3jQ",3.5,-0.1,0,NA,-0.1,NA,1.5
"419",419,"AOR9frQfC3Zsn2v3a5Kolg",4,0,0,0,0,0,3.5
"420",420,"Aoubn53_1JLaOQEX2XJ71w",3,0,NA,NA,NA,NA,1.5
"421",421,"aPWZh9qE3TFgQJ1rnlZ96w",4,0,0.1,0,0,-0.1,2.5
"422",422,"AQ8b6edV1uokyFFZlDDGcA",4.5,0.1,0,0,0,0.1,2.5
"423",423,"aQh_3KQ6k-qBBphCgkV1pw",3,0.1,0,0,-0.1,0.1,2
"424",424,"AQvf8-KFh9HUswCbfg-3ig",4.5,0,0.1,NA,0.1,0.1,2.5
"425",425,"arAzfVP_L3nb3Yf7HtKJJA",4.5,-0.1,-0.1,0.1,-0.1,0,1.5
"426",426,"AreDTM29VkGI_kTmLTkUTg",4.5,0,NA,NA,-0.1,0.1,1.5
"427",427,"aRoBCCk2NlMrzQ7XJN8OuQ",3,0,0,0,0,0,3.5
"428",428,"aRumCppIB5nMDT5BvQR7Xg",2.5,-0.1,0,0,-0.1,0,2
"429",429,"aS9h4Nfm0VgUZRjGocVtaA",4,0,0,0,0,0.1,3
"430",430,"AsFGKbphXTgJ9JK4yswhVQ",5,0.1,0.1,0.1,NA,0,2
"431",431,"aSRIa5hCiJLbQKQqN2VrvQ",4.5,0.4,0.1,NA,0,0.1,2.5
"432",432,"AtCA3Z_W2Ll3XyhgE9PTkw",4,0,0,NA,0,0.1,1.5
"433",433,"atE1_v1-godnDX5p20OxDA",5,0.1,0.1,NA,-0.1,NA,2
"434",434,"AtQvTO34E81vcYGnhp9R2w",4,0,0,0,-0.1,0,4
"435",435,"AtxzZU49e7R74GfVgBG2lg",3,-0.2,-0.1,0,-0.1,0.1,2.5
"436",436,"auCGp2HKAMjRDp7BXJfo8Q",2.5,-0.1,-0.1,0,0,-0.1,3
"437",437,"AuelHGtZ0Vg7KBC4-qMRZg",3,-0.1,0,NA,-0.1,-0.1,2
"438",438,"auMmbdxe0egrLBmgJBHrlQ",3.5,0.1,-0.1,0,0,0,2.5
"439",439,"AUOfrGDyh6RVaPKnShVuDA",3,0,0.4,0,0.1,-0.1,2.5
"440",440,"aWpNZoX2qy-sJQi-DdVJ4w",5,0,0.1,0,0,0.1,2.5
"441",441,"awRo_lsbO1Beo1Cf7hWFIQ",5,0,0,NA,-0.1,0.1,2
"442",442,"AX3wNWBgktiv6_7EjSOGsw",5,0.2,0.1,0.2,0,-0.1,2
"443",443,"AXFYH6DBylxjRR2nNin7hw",5,0.1,0,NA,0,0,3
"444",444,"AY4MKX1b3_UuzJuFwGTgBw",3,-0.1,-0.1,0,0,0,4
"445",445,"ayckZsZU-yZhHKaxUhRgRQ",2.5,-0.2,-0.1,-0.1,-0.1,-0.1,2
"446",446,"AydwYoMMMaP-D2rqH9Z_TQ",3.5,0.1,-0.1,0,-0.1,0,2
"447",447,"ayi5mpJJ2ttyGWGyy9B8iw",4,0.1,0,-0.1,0,0,3
"448",448,"aYvWmGqPLS7m5gW8JiKmaw",2,-0.1,0,0,0,-0.1,3
"449",449,"Azg5SKyEmb1JhIm8VJyt5w",5,-0.2,0.1,NA,0.1,NA,1.5
"450",450,"B_e6oojbAAvK4NY6c3AAYw",2.5,0,0,0,0,-0.1,3.5
"451",451,"B_xpRpCrnfXd8jUfxVeTKA",5,0.1,0.1,0.1,0,0.2,3
"452",452,"B28eNTpeeCKliEThilHfWQ",5,0.2,-0.2,NA,NA,0.1,1.5
"453",453,"b4ybenSAFKpp3mq5ryO5hQ",5,0.2,NA,NA,0,0.1,2
"454",454,"B56pjgDqkj8PuT7O-A5REQ",4,0,0.1,-0.1,0,0,1.5
"455",455,"b5T_S-9PKXXuGzuk3AqRIg",4,0,0,0,0,0,4.5
"456",456,"b5WZI3xZ_rFhmWi1GqjiTA",5,0.1,0,NA,0,0.1,1.5
"457",457,"b5zynzQTz09m7PomZTsihg",4,0.1,-0.1,NA,0.1,0,1.5
"458",458,"B6tP_B-a6I4HgHSuBPal2Q",3.5,0,0,0,0.1,-0.1,2.5
"459",459,"b7DbjieJ0HJHnATzE6Wpuw",5,0.3,NA,0,-0.1,-0.1,1.5
"460",460,"B83-Led49qw-Td7Yv_t52A",3.5,0.5,0.1,0,0.2,0.2,1.5
"461",461,"b9_eSohL93Kj64fiA0rpMw",3,-0.2,-0.1,0,-0.1,-0.1,2
"462",462,"B9tVB_evGB9TkiDsLtuflQ",5,0.1,-0.1,NA,NA,0.2,1.5
"463",463,"bA6Zp3sDc2uvEgB2EdcO0w",5,0,0,NA,0.1,0.1,2.5
"464",464,"BC8vo1hPyUxbpxnieYp7ew",4,0.1,0,0,0,0,3
"465",465,"bcjBNqNcWIEbNMgM6NsgaA",4,0,NA,NA,NA,-0.1,2
"466",466,"Be0D7oe-ilROznLDt605Xg",4,0,0,0,0,0,2.5
"467",467,"Bf8RUVL8yqDUSL5Xt5beSg",3,0,-0.1,0,0,0,2
"468",468,"BFf-_oppupHdAMpy26WduQ",1.5,-0.1,-0.1,-0.1,0,-0.1,3
"469",469,"bFK5UvSa0ra8rMQjQ86Z9Q",2.5,0,-0.1,0,-0.1,-0.1,4
"470",470,"bFo8I7CcA8J4jtcrApKBBw",4,-0.1,-0.1,0,NA,0,2.5
"471",471,"bfsTRKI3ySVnngDJ4kGtMQ",4,-0.3,-0.1,0,-0.1,0,2
"472",472,"BFuXOYWaW1Zuhm_gZBCnsw",4.5,0,0,0,0,0,3.5
"473",473,"bGfIdDRIn4jXGTSlCUgT4g",4.5,0,-0.1,0.1,-0.1,0,1.5
"474",474,"bgML4WGxd9YQP6f63ScCsA",4,-0.1,0.1,0,0,-0.1,2
"475",475,"bHCnSqvCdWl7sO0JICB_1g",4.5,0.1,NA,NA,NA,-0.1,2
"476",476,"BHSMGX4tT7CdH-KuzE-N_A",4.5,0,0,0,0,0.1,3
"477",477,"bHuJBn1SZW4q-pajBtVsNg",4.5,0,0.1,NA,0.1,0.1,3
"478",478,"bhXOgXEBC9oc3VpZDdUM8w",3,-0.1,-0.1,0,0,0,2
"479",479,"BiRSiV6epMA4cQlMQBYvgw",5,0,0.4,NA,NA,0.1,1.5
"480",480,"bJhgEzOfG5dW6dN9jMfRzg",5,0.1,0,NA,0,0,2
"481",481,"Bjt50dfpW2lmw6a7EZu5uw",3,-0.1,0,0,0,-0.3,3
"482",482,"BkQSHN9rqtBG0toVHFmQ7g",3,-0.1,0,0,0,0,2.5
"483",483,"bLtmLT3v2fwk9y170kEPXQ",5,0.1,0.2,NA,0,-0.1,1.5
"484",484,"bm3BGpt2NuArvbEir3_2Kw",4.5,0.1,0.1,0,0,0.1,3
"485",485,"bMGhxXwrktLshwFVVUqfpw",3.5,0.1,0,0,0,0,3
"486",486,"Bmjjo7rRoNotfT7hRSW86A",3,0,0,0,0,0,4
"487",487,"bMVlXR5huiXytg6ysgOoMQ",5,0.1,0.1,0,0,0,2.5
"488",488,"bNjghP2IuQ-GKviS2Ia7bg",3.5,0.3,NA,-0.1,NA,0,1.5
"489",489,"BnyivS5n5xTfwom6C6A2Hg",5,0,0,NA,0.1,0.1,3.5
"490",490,"BP-LFA4aOqX2OQcaLiFiaw",4.5,-0.1,-0.1,0,-0.1,0,2.5
"491",491,"BpFHxVnJ7992zVJB9_Lg2A",4.5,0,0,0,-0.1,0.1,3
"492",492,"bPN-S45XU43F5WMk2pVX6A",5,0,0.1,NA,0.1,NA,1.5
"493",493,"BpU7Eq2grVlQ2I-TsbwjEg",5,0,0,0,-0.1,0,2.5
"494",494,"bqdLPkwZwE3ihBNwsXh7Vw",4,-0.1,0,NA,0,0,1.5
"495",495,"BQqOF4fD7t6vu_weynBLCw",2.5,0,0,0,0,0,4
"496",496,"BRcrZGs_kNBZOQdh-FIDNA",3.5,-0.2,-0.1,0,-0.1,NA,2
"497",497,"BrGUmcgl_46Oz3A4SlQCUg",5,0.1,-0.1,NA,0.1,0.1,2
"498",498,"brRQzUqAxltGKfbdFavVeA",3.5,-0.2,-0.1,NA,-0.1,0.1,2
"499",499,"Bs_z9p1CthNFok6s2_VMIQ",4.5,0,0.2,0.1,0,-0.1,1.5
"500",500,"bSouwdb02bIrJT-n7isXNQ",4.5,-0.1,0.1,0,0,-0.1,2
"501",501,"BtFaxa5CXglzemerjLriOg",4,0,0.1,0,0,0,3
"502",502,"BuzHfLBglwHobAdV2tuV-Q",4.5,0,0,0,0,0,3
"503",503,"bv3aTubv7lKnDn5eIS1y5g",5,0.1,NA,NA,0,-0.1,2
"504",504,"Bvo0pwcjErEMwWgldDIlkA",3.5,0,0,0,0,0,3.5
"505",505,"bVtbhSnI8B0pKoQhVPASwQ",3.5,0,-0.2,0,0.1,0,2.5
"506",506,"BVyJ5iawIs92_kTHmIkwdA",5,0,0,0,0,-0.1,2
"507",507,"BWctWp5Bh7e-wwxkwK2jeA",4.5,0,0.1,0.4,0,0.1,2
"508",508,"BWi_DmfgkT-Y43GW22G5oA",3,0.1,-0.1,0,-0.1,0.1,1.5
"509",509,"bxLhCB5z2igvEbVfhOZ8vQ",3,-0.1,0,0,-0.1,-0.1,3
"510",510,"bxteEpYJPQEdAIbZRASh4w",4,-0.2,NA,NA,NA,NA,1.5
"511",511,"BYvS2-MGFncWzicwR3b6cg",2,-0.1,-0.1,-0.1,0,-0.1,2.5
"512",512,"bYVYMrOnR9ABFa1k4ICi6g",4,0,NA,-0.1,-0.1,0,1.5
"513",513,"BZddTEx6r8R3lJsAYAye8Q",5,0,0.2,NA,-0.1,0.1,2.5
"514",514,"bzOUDLqPSCe7qKMoMxKrjA",5,-0.1,-0.1,NA,NA,0,2
"515",515,"bZSmof2GUWPUt3mAxpVi_Q",5,0,0,0.2,0.1,-0.1,2
"516",516,"bZxn68pmmxbp3YaoL1NXAA",5,0,0.2,NA,0,0.1,2.5
"517",517,"C_1ViKTuecdLTH3X4BY4yQ",4.5,0.1,0.1,0,0.1,0,2.5
"518",518,"c_AklIo5EGOLa0WXWl2yVA",5,-0.1,-0.1,0,0.1,0,1.5
"519",519,"c_bTB8kFsc_G_OBYyIcF4g",4,0,0,0,0,0,2.5
"520",520,"c1TAvpIzfm7Xge_2MiRY9A",4,0,-0.1,NA,0.1,0,2
"521",521,"c2fbWbDVIAPK4PWEHl2hAw",4,0.2,-0.2,NA,0,0,1.5
"522",522,"c3DX8gVYJPy5StdmiUxgDg",2,-0.1,-0.1,-0.1,0,-0.1,3.5
"523",523,"C56TLC6OIluquZ-MPOhaWA",4.5,0,NA,NA,0,0.1,2
"524",524,"c6AB-IjpJsvxQjAEWyyZMA",4.5,0.1,0,NA,-0.1,0.1,2.5
"525",525,"c7SlHH893bmBts8eD_aVgA",5,0.1,0,0,NA,0,3
"526",526,"c9-o3kLfNlEP1fQA9ZJC5A",3,0,-0.1,0,0,0,2
"527",527,"CAANnGsVEgNTZRN3FXLh7g",5,-0.3,0,NA,0,-0.1,1.5
"528",528,"cabgkiLfn4xHMxmH8Y-zUw",5,0,-0.1,NA,0,0,1.5
"529",529,"CAQ2XgI164tgvwH_xTjN9w",3,-0.1,-0.1,-0.1,-0.1,0,2
"530",530,"Cb1daSPRz_uqX6huiFlupQ",5,-0.2,NA,NA,NA,0,1.5
"531",531,"cbkhurBiOoyfPx3NjXnKpQ",3.5,-0.1,0,0,0,0.1,3
"532",532,"CbNdZ3_jJvZHq0o3np_XJA",4,0,0,0,0,0,3.5
"533",533,"CCC4QOh4H67RLO4UegnnZQ",5,0.1,0.1,NA,NA,0.1,2
"534",534,"CceWaIH2UbPya19pwEAYiA",4.5,0,0.1,NA,NA,0,1.5
"535",535,"Cch5FevzejFCqPFVrRi5zA",2.5,0.2,NA,-0.1,-0.1,0,1.5
"536",536,"ccmmbsxrutx9LyrKB1c7Rg",2.5,0,0,0,0,0,4
"537",537,"CFJKdWTHFX04Sd_OLBVvRA",3.5,0,0,0,0,0,3
"538",538,"CGQB--E2wpzPWCkAoxL60g",3,0,0,0,0.1,0,2.5
"539",539,"cGYAy3dG9uoMz04CCzWc8Q",5,0,NA,NA,NA,0,2
"540",540,"CGzMO8Bm711nIUISeFoyYg",4.5,0.2,0.2,NA,NA,0,1.5
"541",541,"ch35rgi6UouZTbYq-EMagA",5,0.2,0.3,0.2,-0.1,-0.1,2
"542",542,"Ci83x_O-llczGH1-QQnSsA",4,0,0,NA,NA,-0.1,1.5
"543",543,"cIbwTP0ZMU2CLQcoX9ZcrQ",3.5,0,0,0,0,0,2.5
"544",544,"CIdFpf4LJA7kbgRYN5ty3A",4.5,0,0,0,0,0,3.5
"545",545,"CJXoP-XP1TV1q0chBPbh5Q",3.5,0.2,0,-0.1,-0.1,0,2.5
"546",546,"ck0nbbx0hTQoiWcP6GrOiQ",3,-0.1,0,0,-0.1,-0.1,2.5
"547",547,"CkWA6P-UdXLnPsTRiraeFA",5,-0.1,0.2,0.1,0,0,1.5
"548",548,"cL6xwRFf3Z8i2ZL71Qn65A",4,0,0,0,NA,0,3
"549",549,"CLmiBKTcEJRMMY24yi-EvA",3.5,0,0,-0.1,0,0,3
"550",550,"CLPWKOwOnV-ZTRvtgeD89A",4,-0.1,0,NA,-0.1,0,2.5
"551",551,"cM-V5kMe0rgjDEWnvZvYhg",5,-0.1,0,NA,0,0.1,2.5
"552",552,"CMCe6O5-tYAzMvIfl9KWeA",3,-0.1,0,0,-0.1,NA,2
"553",553,"cMpdy1D5oYI1QklGiL0RkA",5,0.1,0,NA,0.1,0.2,2.5
"554",554,"cMYAbD5WtAM5221Ewmfhjg",4,0,-0.2,NA,NA,0.1,1.5
"555",555,"cNeAem1zjGrZpsRvhK4OiQ",2.5,-0.1,0,0,-0.1,-0.1,4
"556",556,"cp9TB_138Cb_TAcVAnP2Qw",4,-0.1,NA,-0.1,-0.1,-0.1,2
"557",557,"cpB28MZnUQW7n0A4crn2aw",4.5,0,-0.1,NA,0,-0.1,2
"558",558,"CpjOJft_iO0GSnqrYe4GhQ",2,-0.1,-0.1,0,0,0,2.5
"559",559,"CPqpF5qQWtZuMuNsoujW0Q",5,0,0,NA,NA,0.1,2
"560",560,"CPQx5yBpmthWCz587C2JJQ",4,0,0,0,0,0,4
"561",561,"Cr-YpgI-xtk8DY08hANAQA",4.5,0,0,NA,0.1,0,2.5
"562",562,"crLTaUMsN1i_OvL-dpi70w",3,0.5,0,0.1,0,0,2
"563",563,"cRqrGhiXOaAP4yE6OrjHhg",3.5,0,-0.1,0,0,0,3
