"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","status","newaddress","dogs","parking","wifi"
"283","kYRhkg0jAK3GTsazXC_LFg","Anytime Fitness","2570 E Hwy 50","Clermont","FL","34711",28.548,-81.7075,4.5,7,1,"Fitness & Instruction, Active Life, Trainers, Gyms","blue","FL, Clermont, 2570 E Hwy 50",NA,"False",NA
"284","4_F3387vl16fn-2QMJwk8w","Cryo Elite Therapy","3175 Roswell Rd NW, Ste D","Atlanta","GA","30305",33.8417,-84.3786,4,5,1,"Cryotherapy, Health & Medical, Gyms, Sleep Specialists, Physical Therapy, Weight Loss Centers, Fitness & Instruction, Active Life","blue","GA, Atlanta, 3175 Roswell Rd NW, Ste D",NA,"False",NA
"285","V_Ei5fOprVz4gwEpIoLg0g","Body Awareness Studio","5549 Roswell Rd NE","Atlanta","GA","30342",33.9062,-84.378,5,5,1,"Health & Medical, Fitness & Instruction, Trainers, Active Life, Pilates, Yoga, Gyms","blue","GA, Atlanta, 5549 Roswell Rd NE",NA,"False",NA
"286","JJIwqmkFawlrA7TcbU9hbA","CrossFit","54 W Dane St, Unit M","Beverly","MA","01915",42.5515,-70.8847,5,6,1,"Fitness & Instruction, Interval Training Gyms, Active Life, Gyms","blue","MA, Beverly, 54 W Dane St, Unit M",NA,"False",NA
"287","U3LVTQsmR7--FS1UzDCmWQ","Orangetheory Fitness","2195 NW Raleigh St","Portland","OR","97209",45.5342,-122.6966,5,19,1,"Gyms, Boot Camps, Fitness & Instruction, Trainers, Active Life","blue","OR, Portland, 2195 NW Raleigh St",NA,"False",NA
"288","72gGuWfqaxCGwoJG_FMRAQ","Revolution Parkour Beaverton","5651 SW Arctic Dr","Beaverton","OR","97005",45.4789,-122.7798,5,9,1,"Gyms, Active Life, Summer Camps, Trainers, Fitness & Instruction, Martial Arts","blue","OR, Beaverton, 5651 SW Arctic Dr","True","True",NA
"289","Mznlk6QM3xqWmYy9RjgMEQ","Orangetheory Fitness","7343 W Sand Lake Rd, Ste 1001","Orlando","FL","32819",28.4504,-81.4819,4.5,31,1,"Interval Training Gyms, Gyms, Boot Camps, Active Life, Trainers, Fitness & Instruction","blue","FL, Orlando, 7343 W Sand Lake Rd, Ste 1001","False","True",NA
"290","L5yZg0byJjpRmsfJfaemRA","Gym of Buckhead","4920 Roswell Rd NE","Atlanta","GA","30342",33.8897,-84.3831,3,10,0,"Fitness & Instruction, Gyms, Trainers, Active Life","black","GA, Atlanta, 4920 Roswell Rd NE",NA,"False",NA
"291","NS7v1WYO_I0f_OS8YjDkQQ","CrossFit","1370 W 4th Ave","Vancouver","BC","V6H 4A3",49.2666,-123.1357,5,7,1,"Fitness & Instruction, Active Life, Trainers, Gyms","blue","BC, Vancouver, 1370 W 4th Ave",NA,"False",NA
"292","SwHvOyvkpNK3t6RnaFZfbQ","Fit & Finish","625 Brentwood St","Austin","TX","78752",30.3328,-97.7205,5,10,0,"Fitness & Instruction, Skin Care, Trainers, Beauty & Spas, Eyelash Service, Gyms, Boot Camps, Active Life","black","TX, Austin, 625 Brentwood St",NA,"True",NA
"293","V_7nTga95kXbwf02p4xlwQ","Peachtree Gym","3434 Roswell Rd","Atlanta","GA","30305",33.8465,-84.3827,4.5,6,1,"Active Life, Kids Activities, Gyms, Gymnastics, Trainers, Fitness & Instruction, Summer Camps","blue","GA, Atlanta, 3434 Roswell Rd","False","True",NA
"294","oWBKWAIOroFmnpv9CstQdA","Noel Fuller Training","5623 SE Center St","Portland","OR","97206",45.4943,-122.6047,4,7,1,"Gyms, Active Life, Fitness & Instruction, Trainers","blue","OR, Portland, 5623 SE Center St",NA,"False",NA
"295","BQqOF4fD7t6vu_weynBLCw","Dedham Health and Athletic Complex","200 Providence Hwy","Dedham","MA","02026",42.2567,-71.166,2.5,75,1,"Physical Therapy, Health & Medical, Shopping, Active Life, Gyms, Fitness & Instruction, Summer Camps, Sporting Goods, Swimming Pools, Tennis","blue","MA, Dedham, 200 Providence Hwy",NA,"True","u'free'"
"296","Wm2m3cS3fc46gawISK8DmQ","The Inner Cycle","377 Cabot St","Beverly","MA","01915",42.5579,-70.879,5,18,1,"Health & Medical, Active Life, Cycling Classes, Gyms, Fitness & Instruction, Trainers","blue","MA, Beverly, 377 Cabot St",NA,"False",NA
"297","nTUKVYhRXVGVwdU-t9bEeQ","Precision Elite Gymnastics","15507 SE For Mor Ct","Clackamas","OR","97015",45.4099,-122.5317,3,22,1,"Martial Arts, Gyms, Dance Studios, Gymnastics, Active Life, Trainers, Fitness & Instruction","blue","OR, Clackamas, 15507 SE For Mor Ct",NA,"True",NA
"298","Op_lIvP28_kQTbVwRQbiGQ","Gracie Barra Lakeway","2301 Ranch Rd 620 S, Ste 170","Lakeway","TX","78734",30.3414,-97.9671,5,6,1,"Trainers, Martial Arts, Fitness & Instruction, Active Life, Gyms, Amateur Sports Teams","blue","TX, Lakeway, 2301 Ranch Rd 620 S, Ste 170",NA,"False",NA
"299","BFuXOYWaW1Zuhm_gZBCnsw","Anytime Fitness","12407 N MoPac, Ste 350B","Austin","TX","78758",30.4171,-97.7038,4.5,42,0,"Trainers, Gyms, Fitness & Instruction, Active Life","black","TX, Austin, 12407 N MoPac, Ste 350B",NA,"False",NA
"300","vNm5kqHFmquFw4ur-5cekQ","Werk Dance Fitness","310 S Hamilton Rd","Gahanna","OH","43230",40.0111,-82.8648,5,7,1,"Fitness & Instruction, Active Life, Gyms","blue","OH, Gahanna, 310 S Hamilton Rd",NA,"False",NA
"301","xLuaTw0m6Qdtc73rEtqXfA","Fitness 360","4601 N Lamar Blvd, Ste 508","Austin","TX","78751",30.315,-97.7356,4,38,0,"Active Life, Gyms, Fitness & Instruction","black","TX, Austin, 4601 N Lamar Blvd, Ste 508",NA,"False",NA
"302","McfVBWlfUKvpIx6k8kJmGQ","Austin Fitness Clinic","4111 Marathon Blvd, Ste 140","Austin","TX","78756",30.3101,-97.741,5,6,1,"Gyms, Acupuncture, Fitness & Instruction, Pilates, Trainers, Health & Medical, Active Life, Massage Therapy","blue","TX, Austin, 4111 Marathon Blvd, Ste 140",NA,"False",NA
"303","C56TLC6OIluquZ-MPOhaWA","Solcioty Fitness Buckhead","3655 Roswell Rd NE, 144A","Atlanta","GA","30342",33.8555,-84.3813,4.5,8,1,"Gyms, Fitness & Instruction, Active Life, Interval Training Gyms, Trainers","blue","GA, Atlanta, 3655 Roswell Rd NE, 144A",NA,"False",NA
"304","IOOryiN1MaVBRWqEoIqcYw","Crenshaw Athletic Club","5000 Fairview Dr","Austin","TX","78731",30.3316,-97.7594,4.5,27,1,"Gymnastics, Fitness & Instruction, Swimming Lessons/Schools, Active Life, Event Planning & Services, Gyms, Party & Event Planning, Specialty Schools, Preschools, Education, Local Services, Child Care & Day Care","blue","TX, Austin, 5000 Fairview Dr","False","True","u'free'"
"305","oxPEeg9NHDJPmE-Ae1De9Q","CrossFit","5463-B Peachtree Rd","Chamblee","GA","30341",33.8941,-84.2983,4.5,28,1,"Yoga, Martial Arts, Interval Training Gyms, Active Life, Gyms, Trainers, Fitness & Instruction","blue","GA, Chamblee, 5463-B Peachtree Rd",NA,"True",NA
"306","IqoNa_A0ViuonE4zLF7u_A","CrossFit","42 Manning Rd, Unit B","Billerica","MA","01821",42.528,-71.2633,5,6,1,"Fitness & Instruction, Interval Training Gyms, Trainers, Gyms, Active Life","blue","MA, Billerica, 42 Manning Rd, Unit B",NA,"False",NA
"307","fQQz1yBn4XQsupDDtSinQg","Central Athlete","1023 Springdale Rd, Bldg 9b","Austin","TX","78721",30.2671,-97.6924,5,15,1,"Trainers, Active Life, Gyms, Fitness & Instruction","blue","TX, Austin, 1023 Springdale Rd, Bldg 9b","True","True",NA
"308","Dfql6tPzjOkpn8s6fQUaNg","CrossFit","1509 SW Sunset Blvd","Portland","OR","97239",45.4797,-122.6931,4.5,10,1,"Gyms, Active Life, Fitness & Instruction, Interval Training Gyms","blue","OR, Portland, 1509 SW Sunset Blvd",NA,"False",NA
"309","bSouwdb02bIrJT-n7isXNQ","RockHard Fitness","4369 Hugh Howell Rd","Tucker","GA","30084",33.8506,-84.2097,4.5,10,1,"Gyms, Fitness & Instruction, Trainers, Dance Studios, Active Life","blue","GA, Tucker, 4369 Hugh Howell Rd",NA,"False",NA
"310","2aX5FiLLu3Ws7bD4suvJRg","Boston Sports Clubs","625 Massachusetts Ave","Cambridge","MA","02139",42.3655,-71.103,2.5,197,1,"Trainers, Gyms, Sports Clubs, Active Life, Fitness & Instruction","blue","MA, Cambridge, 625 Massachusetts Ave",NA,"False",NA
"311","5biI8b92mx7ARRG-XqpcoQ","Crunch Fitness","950 American Legion Hwy","Boston","MA","02131",42.2752,-71.1146,2.5,29,1,"Active Life, Fitness & Instruction, Gyms, Interval Training Gyms, Trainers","blue","MA, Boston, 950 American Legion Hwy",NA,"False",NA
"312","I40WLNNL_0hGkZj47inDww","Leap Fitness","71 Lansdowne St","Boston","MA","02215",42.3473,-71.0979,3,8,0,"Gyms, Active Life, Trainers, Fitness & Instruction, Physical Therapy, Health & Medical, Yoga","black","MA, Boston, 71 Lansdowne St",NA,"False",NA
"313","imvW_9UnNmkPU_XJvhF7-Q","Fit Club","371 Maier Pl","Columbus","OH","43215",39.9548,-83.0037,4.5,10,1,"Active Life, Fitness & Instruction, Boot Camps, Trainers, Gyms","blue","OH, Columbus, 371 Maier Pl",NA,"True",NA
"314","7ODdoPph8k_incxxJeFduA","SOLA Fitness","2119 Goodrich Ave","Austin","TX","78704",30.2488,-97.7732,5,13,1,"Active Life, Cycling Classes, Gyms, Interval Training Gyms, Boot Camps, Fitness & Instruction","blue","TX, Austin, 2119 Goodrich Ave",NA,"True",NA
"315","16nno20vC6wbFa0gKNTDBQ","Tone With Rindone","180 Massachusetts Ave","Arlington","MA","02476",42.4051,-71.1417,5,5,1,"Trainers, Kickboxing, Gyms, Boot Camps, Fitness & Instruction, Boxing, Active Life, Martial Arts","blue","MA, Arlington, 180 Massachusetts Ave",NA,"False",NA
"316","VJDiv_fLXLELphzi-tb1LA","Orangetheory Fitness","1627 Clifton Rd, Ste 105","Atlanta","GA","30329",33.8007,-84.3251,4,29,1,"Active Life, Fitness & Instruction, Interval Training Gyms, Gyms, Boot Camps, Trainers","blue","GA, Atlanta, 1627 Clifton Rd, Ste 105","False","True",NA
"317","pWULAQJqUJgzh_7AVNjj-g","24 Hour Fitness","1000 E 41st St, Ste 850","Austin","TX","78751",30.3014,-97.7206,3,177,1,"Trainers, Fitness & Instruction, Gyms, Active Life","blue","TX, Austin, 1000 E 41st St, Ste 850","False","True",NA
"318","W6FjnBqMzETxcFq154OVEw","The Body Bar Group Fitness Studio","3246 Atlanta Rd, Ste G","Smyrna","GA","30080",33.8742,-84.5018,4,9,1,"Boot Camps, Fitness & Instruction, Trainers, Active Life, Yoga, Gyms","blue","GA, Smyrna, 3246 Atlanta Rd, Ste G",NA,"True",NA
"319","s0AQSDQyMwQwP_3SXNhhRA","CrossFit","13170G Pond Springs Rd","Austin","TX","78729",30.4445,-97.7781,5,15,1,"Gyms, Fitness & Instruction, Active Life, Interval Training Gyms, Trainers","blue","TX, Austin, 13170G Pond Springs Rd","False","False",NA
"320","5-hufGp8Fu7baNPTQBZCfA","Planet Fitness","6800 W Gate Blvd, Ste 106","Austin","TX","78745",30.2086,-97.8163,4,35,1,"Fitness & Instruction, Gyms, Active Life, Trainers","blue","TX, Austin, 6800 W Gate Blvd, Ste 106","False","False",NA
"321","Fax4VBDzjjYf_TDE7Z6fmw","Dynamic Health and Fitness","Royal City Center Pavillion, 610 6th Street, Suite 199","New Westminster","BC","V3M 6H6",49.2133,-122.9208,1.5,5,0,"Active Life, Gyms, Fitness & Instruction","black","BC, New Westminster, Royal City Center Pavillion, 610 6th Street, Suite 199",NA,"False",NA
"322","PwZ3ptSecJoRosQ_XMP3ow","Gym Studios","11011 Domain Dr, Ste 8100","Austin","TX","78758",30.3962,-97.7258,4.5,21,1,"Weight Loss Centers, Active Life, Fitness & Instruction, Trainers, Yoga, Boot Camps, Health & Medical, Gyms","blue","TX, Austin, 11011 Domain Dr, Ste 8100",NA,"True",NA
"323","EY_RNRxodJ3atf6toEmrjw","11athletics","1600 Alum Creek Dr","Columbus","OH","43209",39.9386,-82.9425,5,11,1,"Active Life, Gyms, Sports Clubs, Fitness & Instruction, Trainers, Boot Camps","blue","OH, Columbus, 1600 Alum Creek Dr",NA,"True",NA
"324","y6NzfamNLiJu63ISCn64pg","Salem YMCA","1 Sewall St","Salem","MA","01970",42.5216,-70.8979,3.5,12,1,"Fitness & Instruction, Child Care & Day Care, Gyms, Active Life, Local Services","blue","MA, Salem, 1 Sewall St",NA,"True",NA
"325","WXJkPAWpegTdz1FA9rDWyA","Anytime Fitness","7300 FM 2222, Ste 208","Austin","TX","78730",30.3711,-97.8018,3.5,14,1,"Fitness & Instruction, Sports Clubs, Gyms, Trainers, Active Life","blue","TX, Austin, 7300 FM 2222, Ste 208",NA,"False",NA
"326","Aoubn53_1JLaOQEX2XJ71w","Orangetheory Fitness","2892 Cambie Street, Suite 4","Vancouver","BC","V5Z 2V5",49.2598,-123.1149,3,6,1,"Trainers, Active Life, Gyms, Fitness & Instruction","blue","BC, Vancouver, 2892 Cambie Street, Suite 4",NA,"False",NA
"327","v1NgMrwVPeZWiDwOAiF3pA","Boston Body Pilates","453 Common St","Belmont","MA","02478",42.3811,-71.1751,4.5,16,1,"Fitness & Instruction, Active Life, Gyms, Education, Pilates, Barre Classes","blue","MA, Belmont, 453 Common St",NA,"True",NA
"328","9i0ch2e91Ycu-8rleqFLBQ","South Dekalb Family Branch YMCA","2565 Snapfinger Rd","Decatur","GA","30034",33.7048,-84.2176,3,5,1,"Local Services, Fitness & Instruction, Child Care & Day Care, Gyms, Active Life","blue","GA, Decatur, 2565 Snapfinger Rd",NA,"False",NA
"329","PJ9O1X76LFqera6ccVZWzA","Boston Sports Clubs","15 Gorham St","Allston","MA","02134",42.3485,-71.1327,2.5,177,1,"Fitness & Instruction, Trainers, Sports Clubs, Active Life, Gyms","blue","MA, Allston, 15 Gorham St",NA,"True",NA
"330","2U2uZi8WMiZfKY31jrPhqQ","Little Gym","260 W Cummings Park","Woburn","MA","01801",42.4962,-71.1275,3.5,7,1,"Gyms, Fitness & Instruction, Active Life","blue","MA, Woburn, 260 W Cummings Park",NA,"False",NA
"331","cM-V5kMe0rgjDEWnvZvYhg","CrossFit","40 Aspinwall Ave","Brookline","MA","02446",42.3368,-71.1201,5,17,1,"Boot Camps, Interval Training Gyms, Gyms, Fitness & Instruction, Active Life, Trainers","blue","MA, Brookline, 40 Aspinwall Ave",NA,"True",NA
"332","daAyegN2k5YndIKtY2Vyjw","Fulcrum Fitness","3934 NE Martin Luther King Jr Blvd","Portland","OR","97212",45.5513,-122.6614,4.5,62,1,"Active Life, Fitness & Instruction, Gyms, Trainers, Boot Camps","blue","OR, Portland, 3934 NE Martin Luther King Jr Blvd",NA,"True",NA
"333","UINpMLbuLeUPfvhnfaWEXA","Snap Fitness","661 High St","Worthington","OH","43085",40.0873,-83.0185,5,5,1,"Gyms, Active Life, Trainers, Vitamins & Supplements, Fitness & Instruction, Shopping","blue","OH, Worthington, 661 High St",NA,"False",NA
"334","f7tj7D_3m_r0kZqT0iFqdQ","Planet Fitness","795 Eastern Ave","Malden","MA","02148",42.4295,-71.047,2.5,62,1,"Gyms, Beauty & Spas, Tanning, Trainers, Active Life, Fitness & Instruction","blue","MA, Malden, 795 Eastern Ave",NA,"True",NA
"335","LT4JVAdWveauJ0QUjbjAtA","Club 16 Trevor Linden Fitness","2635 Barnett Highway","Coquitlam","BC","V3E 1K9",49.2784,-122.8133,3.5,24,1,"Fitness & Instruction, Active Life, Weight Loss Centers, Health & Medical, Gyms","blue","BC, Coquitlam, 2635 Barnett Highway",NA,"False",NA
"336","D-WQUPFgBrbcOM9thsf6cw","Hot Yoga NorthWest","7409 NE Hazel Dell Ave, Ste 104","Vancouver","WA","98665",45.6761,-122.668,4.5,21,1,"Event Planning & Services, Massage Therapy, Yoga, Active Life, Gyms, Wedding Planning, Health & Medical, Fitness & Instruction, Pilates","blue","WA, Vancouver, 7409 NE Hazel Dell Ave, Ste 104",NA,"False",NA
"337","bHuJBn1SZW4q-pajBtVsNg","The Warrior Room","3087 SE Monroe St","Milwaukie","OR","97222",45.4456,-122.6301,4.5,27,0,"Boot Camps, Sports Clubs, Active Life, Trainers, Fitness & Instruction, Gyms","black","OR, Milwaukie, 3087 SE Monroe St",NA,"True",NA
"338","MsZcTtCaXWnWuqVP0-kV5A","She's Fit!","1845 York Avenue","Vancouver","BC","V6J 5A7",49.2716,-123.147,2,13,0,"Fitness & Instruction, Active Life, Gyms, Trainers","black","BC, Vancouver, 1845 York Avenue",NA,"False",NA
"339","8T8QMAPVCePUuNy1VCkLWQ","Wyandotte Athletic Club","5198 Riding Club Ln","Columbus","OH","43213",39.9537,-82.8583,3.5,6,0,"Trainers, Fitness & Instruction, Gyms, Swimming Pools, Active Life","black","OH, Columbus, 5198 Riding Club Ln",NA,"True",NA
"340","86zaatzd2ghx6n8m1b9Yfg","The Forum Athletic Club","3393 Peachtree Rd NE","Atlanta","GA","30326",33.8478,-84.3636,4.5,56,1,"Kickboxing, Gyms, Chiropractors, Trainers, Fitness & Instruction, Martial Arts, Cycling Classes, Health & Medical, Active Life","blue","GA, Atlanta, 3393 Peachtree Rd NE",NA,"True",NA
"341","IsT8MemSiW_WuheF_Bny4Q","LA Fitness","4001 S Lamar Blvd","Austin","TX","78704",30.2348,-97.7918,3.5,270,1,"Yoga, Fitness & Instruction, Trainers, Gyms, Active Life, Sports Clubs","blue","TX, Austin, 4001 S Lamar Blvd","False","True",NA
"342","rTO2LV43rwFLIM-gmg130w","VIM Fitness","579 Massachusetts Ave","Cambridge","MA","02139",42.3651,-71.1026,4,74,1,"Active Life, Beauty & Spas, Fitness & Instruction, Day Spas, Gyms, Trainers, Hair Salons","blue","MA, Cambridge, 579 Massachusetts Ave",NA,"True",NA
"343","SzVoYekCNK0D7MU9wGJ3XQ","PulsePDX","3602 NE Sandy Blvd","Portland","OR","97232",45.533,-122.6267,4.5,51,1,"Arts & Entertainment, Gyms, Performing Arts, Fitness & Instruction, Yoga, Health & Medical, Event Planning & Services, Dance Studios, Venues & Event Spaces, Weight Loss Centers, Active Life","blue","OR, Portland, 3602 NE Sandy Blvd",NA,"True",NA
"344","HQt88ceZ_mO9_yP4clTMpw","Wave Health & Fitness","1 Seaport Ln","Boston","MA","02210",42.3504,-71.0422,3.5,7,1,"Gyms, Fitness & Instruction, Active Life","blue","MA, Boston, 1 Seaport Ln",NA,"True",NA
"345","A6_ceGNWW60RIVNRA4wbIQ","Gold's Gym","4404 W William Cannon Dr","Austin","TX","78749",30.2238,-97.8401,2.5,100,1,"Fitness & Instruction, Gyms, Yoga, Trainers, Active Life","blue","TX, Austin, 4404 W William Cannon Dr",NA,"True",NA
"346","iTyyzwyQmNMTDSZ_kaizTQ","Snap Fitness","2501 Ranch Rd 620 S, Ste 140","Lakeway","TX","78734",30.3388,-97.9697,4.5,7,0,"Active Life, Health & Medical, Fitness & Instruction, Trainers, Gyms, Weight Loss Centers","black","TX, Lakeway, 2501 Ranch Rd 620 S, Ste 140",NA,"False",NA
"347","eYkoa_NPyR3UiPgj4MaCFg","Gold's Gym","8900 S Congress Ave","Austin","TX","78745",30.1698,-97.7896,2,18,1,"Gyms, Trainers, Fitness & Instruction, Yoga, Active Life","blue","TX, Austin, 8900 S Congress Ave",NA,"False",NA
"348","MOHC8k-fdsofW4SphpF7oA","Wang YMCA of Chinatown","8 Oak St W","Boston","MA","02116",42.3486,-71.0647,3.5,47,1,"Specialty Schools, Swimming Pools, Gyms, Education, Swimming Lessons/Schools, Pilates, Active Life, Trainers, Local Services, Fitness & Instruction, Child Care & Day Care, Yoga, Martial Arts","blue","MA, Boston, 8 Oak St W","False","True",NA
"349","BFf-_oppupHdAMpy26WduQ","Wow! Work Out World","1600 Vfw Pkwy","West Roxbury","MA","02132",42.2666,-71.1675,1.5,35,0,"Health & Medical, Gyms, Fitness & Instruction, Yoga, Active Life, Trainers","black","MA, West Roxbury, 1600 Vfw Pkwy",NA,"False",NA
"350","A_n3tozBbpQwRgkjhwiMVA","CrossFit","511 Brookhaven Dr, Ste C","Orlando","FL","32803",28.5634,-81.3713,5,7,1,"Interval Training Gyms, Fitness & Instruction, Active Life, Gyms","blue","FL, Orlando, 511 Brookhaven Dr, Ste C",NA,"False",NA
"351","hGaj0v7bTaXMe7eqxaHjXA","Rock Hard Fitness","820 Lake Baldwin Ln","Orlando","FL","32803",28.5557,-81.3276,4.5,15,1,"Dance Studios, Trainers, Fitness & Instruction, Active Life, Yoga, Boot Camps, Barre Classes, Gyms","blue","FL, Orlando, 820 Lake Baldwin Ln","False","True",NA
"352","lFfTxwn8DBcTMbP0LocWQw","ADAPT Training","9923 SW Arctic Dr","Beaverton","OR","97005",45.4811,-122.7783,4.5,12,1,"Doctors, Physical Therapy, Fitness & Instruction, Massage Therapy, Health & Medical, Chiropractors, Boot Camps, Sports Medicine, Active Life, Gyms, Trainers","blue","OR, Beaverton, 9923 SW Arctic Dr",NA,"False","u'free'"
"353","IYSUEWOkBp4oKdSR-hNXsg","Vive Fitness","1969 NE 42nd Ave","Portland","OR","97212",45.5372,-122.6203,5,13,1,"Trainers, Gyms, Fitness & Instruction, Active Life, Boot Camps, Health & Medical, Weight Loss Centers","blue","OR, Portland, 1969 NE 42nd Ave","False","True",NA
"354","7bMFRXd7r2J-LWT1HjQ4aw","Planet Fitness","12471 South Orange Blossom Trl","Orlando","FL","32837",28.3836,-81.4032,3,23,1,"Active Life, Tanning, Beauty & Spas, Trainers, Fitness & Instruction, Gyms","blue","FL, Orlando, 12471 South Orange Blossom Trl",NA,"False",NA
"355","brRQzUqAxltGKfbdFavVeA","TeamFit45","855 East State Road 434, Ste 1121","Winter Springs","FL","32708",28.7033,-81.2853,3.5,7,0,"Circuit Training Gyms, Gyms, Boot Camps, Fitness & Instruction, Active Life, Interval Training Gyms","black","FL, Winter Springs, 855 East State Road 434, Ste 1121","False","True",NA
"356","MMlBXi5gareunJhW3POByQ","BFit Gyms","14800 SE Sunnyside Rd","Clackamas","OR","97015",45.4241,-122.5108,3.5,28,0,"Active Life, Fitness & Instruction, Gyms, Trainers","black","OR, Clackamas, 14800 SE Sunnyside Rd",NA,"False",NA
"357","l8ubFTi4ipFNrhR1Afu5HA","Crush Fitness","300 S Lamar Blvd, Ste O","Austin","TX","78704",30.2629,-97.7586,5,39,0,"Gyms, Trainers, Active Life, Fitness & Instruction","black","TX, Austin, 300 S Lamar Blvd, Ste O",NA,"True",NA
"358","gEHVg4ZEfQ5kFwROpVsbyg","BCYF Curtis Hall Community Center","20 South St","Jamaica Plain","MA","02130",42.3088,-71.1149,4,12,1,"Active Life, Leisure Centers, Community Service/Non-Profit, Fitness & Instruction, Swimming Pools, Gyms, Community Centers, Public Services & Government, Local Services","blue","MA, Jamaica Plain, 20 South St",NA,"False",NA
"359","SymVZbm9s_h8FU6PYD6V8w","EcoPower Fitness","1237 NE Alberta St","Portland","OR","97211",45.5592,-122.6529,4,13,0,"Active Life, Gyms, Yoga, Boot Camps, Trainers, Fitness & Instruction","black","OR, Portland, 1237 NE Alberta St",NA,"False",NA
"360","yTatsPMHUNNOmR7wMiMlWA","Life Time Athletic","907 W 5th St, Ste 201","Austin","TX","78703",30.2696,-97.7538,2,17,1,"Trainers, Fitness & Instruction, Yoga, Active Life, Gyms","blue","TX, Austin, 907 W 5th St, Ste 201",NA,"True",NA
"361","Ni4xoPGiyNVCipahz_3WDA","Orangetheory Fitness","2714 E Colonial Dr","Orlando","FL","32803",28.5531,-81.3498,4,40,1,"Interval Training Gyms, Gyms, Trainers, Boot Camps, Fitness & Instruction, Active Life","blue","FL, Orlando, 2714 E Colonial Dr",NA,"False",NA
"362","Kgl6YvYt-9HxZe4ybP6RCw","Mountains' Edge Fitness","555 30th St","Boulder","CO","80303",39.9984,-105.254,5,20,1,"Cycling Classes, Boot Camps, Cardio Classes, Martial Arts, Active Life, Gyms, Pilates, Fitness & Instruction, Trainers","blue","CO, Boulder, 555 30th St",NA,"False",NA
"363","JkI7wcEKhUsrBh4nFvfSPA","Healthy Changes Pilates","628 Main St","Reading","MA","01867",42.5249,-71.1038,5,6,1,"Active Life, Trainers, Gyms, Pilates, Yoga, Fitness & Instruction","blue","MA, Reading, 628 Main St",NA,"False",NA
"364","wfD2QXRKSxek4WOXoiH0ag","Skogg Gym","312 NW 10th Ave, Ste 100","Portland","OR","97209",45.5254,-122.681,5,10,0,"Gyms, Active Life, Trainers, Fitness & Instruction, Martial Arts","black","OR, Portland, 312 NW 10th Ave, Ste 100",NA,"False",NA
"365","bJhgEzOfG5dW6dN9jMfRzg","Peak Condition","2214 NE Oregon St","Portland","OR","97232",45.5285,-122.643,5,10,1,"Fitness & Instruction, Gyms, Active Life, Trainers","blue","OR, Portland, 2214 NE Oregon St",NA,"True",NA
"366","9NdYvNQCxgXIYpuzskNVRA","CrossFit","1715 NW Lovejoy St","Portland","OR","97209",45.5301,-122.689,5,17,1,"Fitness & Instruction, Trainers, Active Life, Gyms, Interval Training Gyms","blue","OR, Portland, 1715 NW Lovejoy St",NA,"True",NA
"367","TrRY6Xe3crpxKrWD3-usvQ","Powerlady Fitness","2947-C N Druid Hills Rd","Atlanta","GA","30329",33.8168,-84.3126,4,10,1,"Gyms, Fitness & Instruction, Active Life","blue","GA, Atlanta, 2947-C N Druid Hills Rd",NA,"False",NA
"368","qhq303kctlbbF3h7Mxa1sg","Steve Nash Fitness World","3000 Lougheed Hwy, Suite 111","Coquitlam","BC","V3B 1C5",49.274,-122.7944,2,9,0,"Gyms, Sports Clubs, Fitness & Instruction, Trainers, Active Life","black","BC, Coquitlam, 3000 Lougheed Hwy, Suite 111",NA,"False",NA
"369","Gp7yaSK5nGU2LMF8rrE4OQ","Pil-oga-robic","1804 NE Mlk, Ste 3","Portland","OR","97212",45.5359,-122.6613,4.5,18,0,"Trainers, Active Life, Fitness & Instruction, Yoga, Gyms, Pilates","black","OR, Portland, 1804 NE Mlk, Ste 3",NA,"False",NA
"370","5Mbctt6PyiGkuGsw6F3Ofw","CrossFit","1730 Taylor St NW","Atlanta","GA","30318",33.8017,-84.4212,5,19,1,"Interval Training Gyms, Martial Arts, Event Planning & Services, Fitness & Instruction, Gyms, Trainers, Active Life, Venues & Event Spaces","blue","GA, Atlanta, 1730 Taylor St NW",NA,"True","u'free'"
"371","ufW0Sx8KOEJ4XuMhlaBl6A","Snap Fitness","2408 E Main St","Bexley","OH","43209",39.9573,-82.9346,3,10,1,"Weight Loss Centers, Active Life, Gyms, Fitness & Instruction, Health & Medical","blue","OH, Bexley, 2408 E Main St",NA,"True",NA
"372","K-CjKJH_dp21xAGi-OHkGw","Cohasset Fitness Club","135 King St","Cohasset","MA","02025",42.2372,-70.8264,3,8,1,"Fitness & Instruction, Gyms, Active Life","blue","MA, Cohasset, 135 King St",NA,"False",NA
"373","TlVFMmjy43TdRNCGHW4bPQ","LA Fitness","6585 E Broad St","Columbus","OH","43213",39.9812,-82.828,2.5,37,1,"Gyms, Yoga, Active Life, Trainers, Fitness & Instruction, Sports Clubs","blue","OH, Columbus, 6585 E Broad St",NA,"False",NA
"374","3NUarylc4kPv8W8T-Hywrw","Cycle Elan","4585 S Cobb Dr SE, Ste 600","Smyrna","GA","30080",33.8426,-84.4982,5,25,0,"Yoga, Trainers, Gyms, Cycling Classes, Active Life, Fitness & Instruction","black","GA, Smyrna, 4585 S Cobb Dr SE, Ste 600","False","True",NA
